,station_name,district_name,block_name,basin_name,sub_basin_name,basin_id,date_collection,PH.1,TEMPERATURE,TOTAL DISSOLVED SOLIDS(mg/L),TOTAL HARDNESS(mg/L),DISSOLVED OXYGEN(mg/L),BIOCHEMICAL OXYGEN DEMAND(mg/L)
7159,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-07-1989 00:00,7.81,26,212,165,8.335320795,0.6
8220,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-07-1989 00:00,7.7,25.1944524,91,50.8333,6.855419709,0.422078006
8690,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-07-1989 00:00,8.17,20,398.548085,281.674,6.547439959,4.698946822
4937,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-07-1990 00:00,7.5,30,378.3458939,64.3,4.58,1
5971,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-07-1990 00:00,8.548169142,25.19970897,241.1123543,120.9825448,6.997433575,1.640552548
6299,K.M. VADI,Mysore,HUNSUR,Cauvery Basin,Cauvery Upper,1,01-07-1990 00:00,8.36,28,590.7162299,250.316,6.6,1.4
7146,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-07-1990 00:00,7.86,26,98.15320581,40.2,6.894793476,0.198802843
8209,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-07-1990 00:00,6.8,26.5,280.8904344,117.8881285,5.696275501,1.519370178
8960,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-07-1990 00:00,8.548169142,25.19970897,241.1123543,120.9825448,6.997433575,1.640552548
4979,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-07-1991 00:00,7.6,24.61837257,80,60,6.942999096,0.582053629
5982,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-07-1991 00:00,8.2,23.87458531,205,136.032,7.130034193,1.911718433
6302,K.M. VADI,Mysore,HUNSUR,Cauvery Basin,Cauvery Upper,1,01-07-1991 00:00,7.7,29,108.0664348,130.288,10.85,-1.92765458
7134,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-07-1991 00:00,7.71,22,9.0115501,71.2083,7.4,0.7
8197,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-07-1991 00:00,7.3,25.5,250.4150244,120.2538955,6.145972532,1.612236774
8685,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-07-1991 00:00,8.33,24.97908702,524.3604537,257.949,6.10689359,4.028203869
5216,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-07-1992 00:00,8.22,28,148.5514846,30.6,6.910557307,-0.071861382
5996,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-07-1992 00:00,8.07,26.0063814,221,90.7193,6.551687516,1.120425708
6309,K.M. VADI,Mysore,HUNSUR,Cauvery Basin,Cauvery Upper,1,01-07-1992 00:00,7.9,28,292.9552025,20.1,3.9,1.745952676
7122,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-07-1992 00:00,7.75,25,254.2841683,130.4,6.448863233,1.815108622
8184,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-07-1992 00:00,7,24.7710007,43,39.1667,6.627022799,0.217667104
8673,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-07-1992 00:00,8.45,25,473.6561463,233.712,6.319214138,3.606726151
4869,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-07-1993 00:00,8.2,27.8,453.3446372,177.481,6.093099258,2.485706887
6120,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-07-1993 00:00,6.9,28.5,506.263903,159.462,4.44,1.36
7110,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-07-1993 00:00,8.51,30,495.4880858,170.781,6.5,1.6
8172,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-07-1993 00:00,7.1,26.2,271.7501478,118.5979045,5.928762625,1.547235876
8942,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-07-1993 00:00,8.3,17,79.48723044,181.406,7.608959679,3.116441153
4880,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-07-1994 00:00,7.9,28.5,400.6380883,209.275,8.15,1.18578123
6133,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-07-1994 00:00,8.52873273,26,265.4567442,119.0285963,6.884776122,1.565014309
6327,K.M. VADI,Mysore,HUNSUR,Cauvery Basin,Cauvery Upper,1,01-07-1994 00:00,7.6,27,100.9975812,35.1938,6.79,0.83
7098,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-07-1994 00:00,7.79,24.92337478,596.2155775,292.687,5.56558026,4.633670063
8080,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-07-1994 00:00,7.3,26.5,280.8982223,117.8882814,6.021535549,1.519389243
8933,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-07-1994 00:00,8.39,23,217.6943098,149.924,7.14,2.194768943
5078,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-07-1995 00:00,8.2,25,225.1487774,116.675,6.819316093,1.577110671
6145,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-07-1995 00:00,7.6,27.6,130,39.03210897,6.791908535,0.032620112
7085,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-07-1995 00:00,7.46,22,86,66.667,6.130395732,1
8069,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-07-1995 00:00,8.1,27.5,397,149.8334813,6.064701647,2.056455306
8657,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-07-1995 00:00,8.35,18,202.4258645,222.639,7.271608277,3.779389767
4986,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-07-1996 00:00,7.9,27.59223312,514,186.657,5.26527781,2.799876835
6157,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-07-1996 00:00,7.4,28,437,159.1089487,5.455204435,2.200020821
7074,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-07-1996 00:00,7.44,26,52,49.167,6.973132043,2.1
8057,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-07-1996 00:00,8.2,25.23243036,197.6068589,100,6.886375975,1.275141406
8926,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-07-1996 00:00,7.2,23.90478569,118,95.167,6.723356718,1.196790262
4998,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-07-1997 00:00,7.94,24.89910213,464,230.164,6.000765237,3.559198174
6180,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-07-1997 00:00,8.18,23.7388889,270,169.365,6.958570801,2.494772367
6346,K.M. VADI,Mysore,HUNSUR,Cauvery Basin,Cauvery Upper,1,01-07-1997 00:00,6.79,30,254.8735988,56.35,5.875,0.19
7399,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-07-1997 00:00,8.63,23,364.852143,215.801,6.810514334,3.400324404
4893,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-07-1998 00:00,7.48,25.75,254.8916414,118.188,6.240080346,1.564250053
6183,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-07-1998 00:00,7.82,26,127.8918412,54.2062,6.789461396,0.44169118
6353,K.M. VADI,Mysore,HUNSUR,Cauvery Basin,Cauvery Upper,1,01-07-1998 00:00,8.3,29,470,215.667,6.8,1
7388,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-07-1998 00:00,8.38,23.5,422.7667501,238.964,7.279669925,0.4
7983,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-07-1998 00:00,7.6,26.83013852,110,19.1667,6.392162334,-0.130815712
8643,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-07-1998 00:00,8.32,25,289.2994511,146.887,6.726300463,2.101038689
5935,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-07-1999 00:00,6.85,24,38,19.5562,2.35,0.34
6515,K.M. VADI,Mysore,HUNSUR,Cauvery Basin,Cauvery Upper,1,01-07-1999 00:00,7.95,25.5,188.4164172,91.0437,6.733629533,1.106565517
7196,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-07-1999 00:00,7.57,27,372.7257893,152.85,5.931860566,2.10022382
8254,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-07-1999 00:00,7.7,27,296.1460516,116.7055966,6.219525095,1.472980728
8709,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-07-1999 00:00,8.64,28.5,613.0908753,268.262,6.8,3.255696589
4811,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-07-2000 00:00,8,25.07793533,307,153.333,6.453801667,2.215196391
6040,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-07-2000 00:00,7.33,25.5,311.1466733,148.85,6.002974231,2.108997266
6460,K.M. VADI,Mysore,HUNSUR,Cauvery Basin,Cauvery Upper,1,01-07-2000 00:00,8.23,24.5,46.25762767,40.7563,7.336923757,0.286610477
7492,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-07-2000 00:00,8.35,24.5,514.5357553,261.299,6.166144469,4.111174348
8111,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-07-2000 00:00,9.3,25.6,30,26.51643005,8.277887451,-0.093729762
8791,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-07-2000 00:00,7.07,22,146,88.8562,5.37,0.45
4822,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-07-2002 00:00,7.97,27.01479045,502,195.395,5.466615533,2.952357306
6057,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-07-2002 00:00,8.32,25.5,425.4052536,202.655,6.342313432,3.042094842
6443,K.M. VADI,Mysore,HUNSUR,Cauvery Basin,Cauvery Upper,1,01-07-2002 00:00,7.13,25.12395378,295,146.667,5.91265986,2.098579608
7504,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-07-2002 00:00,8.33,25.00049972,496.7430901,244.599,6.179923928,3.795512786
8518,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-07-2002 00:00,7.74,23.22186003,238,167.389,6.872955861,2.459839828
4743,SAKLESHPUR,Hassan,Shaklespur,Cauvery Basin,Cauvery Upper,1,01-07-2003 00:00,8.1,20,545.5638452,391.976,7.37,5.573744676
5226,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-07-2003 00:00,8.18,25.5,124.1109187,60.7563,7.054754036,0.581341836
5946,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-07-2003 00:00,8.557186878,25,235.2667484,121.3949042,7.024255954,1.65836407
7184,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-07-2003 00:00,8.01,24.8,269.080336,140.7,6.586952158,2.004155499
8351,THIMMANAHALLI,Hassan,HASSAN,Cauvery Basin,Cauvery Upper,1,01-07-2003 00:00,8.2,22.66701384,364,239.213,6.926351348,3.716010237
8979,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-07-2003 00:00,8.32,15,177.4676164,255.101,7.21,4.756633399
7707,T. BEKKUPE,Bangalore Rural,RAMANAGARAM,Cauvery Basin,Cauvery Middle,1,01-07-2004 00:00,8.49,26,352.2399366,159.862,6.627024743,2.273952895
2036,KUDLUR,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,3,01-07-2008 00:00,8.28,27,427.9869595,194.811,6.7,2.66
4649,SAKLESHPUR,Hassan,Shaklespur,Cauvery Basin,Cauvery Upper,1,01-07-2008 00:00,7.9,27.02372414,630,255.0855961,5.069533844,3.990747248
5124,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-07-2008 00:00,7.4,28,81.88433316,80.45,8.24,2.88
6084,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-07-2008 00:00,7.83,26,88.05326969,67.3938,7.89,-0.151453509
6487,K.M. VADI,Mysore,HUNSUR,Cauvery Basin,Cauvery Upper,1,01-07-2008 00:00,8.32,24,486.5283668,256.442,6.242328071,4.052994567
6517,AKKIHEBBAL,Mandya,KRISHNARAJPET,Cauvery Basin,Cauvery Upper,1,01-07-2008 00:00,8.28,24,33.7395776,43.1937,7.423843784,0.354929865
7210,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-07-2008 00:00,7.4,25.04798174,209,108.3198903,6.344115846,1.423032993
7715,T. BEKKUPE,Bangalore Rural,RAMANAGARAM,Cauvery Basin,Cauvery Middle,1,01-07-2008 00:00,8.53,24,244.1918269,143.851,7.24,1.2
7842,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-07-2008 00:00,7.76,24,130,92.5,6.952394288,1
8363,THIMMANAHALLI,Hassan,HASSAN,Cauvery Basin,Cauvery Upper,1,01-07-2008 00:00,7.95,28.61719823,656,226.814,4.674105408,3.503098493
8497,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-07-2008 00:00,8.3,23,174.2226053,126.1682367,7.107585086,1.844393732
10222,Bendrahalli,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-07-2008 00:00,6.78,24,-28.16356858,14.05,6.613092815,-0.150519031
2012,KUDLUR,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,3,01-07-2009 00:00,7.75,27,436.9933199,234.856,7.5,2.146841609
4725,SAKLESHPUR,Hassan,Shaklespur,Cauvery Basin,Cauvery Upper,1,01-07-2009 00:00,7.99,23,242.7256712,158.288,6.71985391,2.402936127
6204,CHUNCHUNAKATTE,Mysore,MYSORE,Cauvery Basin,Cauvery Upper,1,01-07-2009 00:00,7.96,25.20254974,236.1455823,118.631,6.628331245,1.599872255
6571,AKKIHEBBAL,Mandya,KRISHNARAJPET,Cauvery Basin,Cauvery Upper,1,01-07-2009 00:00,7.96,28,400.4485475,176.667,7.08,1
7222,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-07-2009 00:00,7.6,24.5,446.4751076,229.25,5.859734822,3.555368432
7601,T. BEKKUPE,Bangalore Rural,RAMANAGARAM,Cauvery Basin,Cauvery Middle,1,01-07-2009 00:00,8.06,25,183.2392449,76.4184,6.2,1.417780261
8372,THIMMANAHALLI,Hassan,HASSAN,Cauvery Basin,Cauvery Upper,1,01-07-2009 00:00,8.21,24.78864529,212,116.667,6.924420833,1.57355292
8767,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-07-2009 00:00,8.36,24.5,293.9004961,157.387,6.761060139,2.309175994
10195,Bendrahalli,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-07-2009 00:00,7.09,24,-19.55957129,18.1,6.791820472,-0.080275081
2027,KUDLUR,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,3,01-07-2010 00:00,7.8,23.5,71.23060888,85.1937,7.5,0.79
4672,SAKLESHPUR,Hassan,Shaklespur,Cauvery Basin,Cauvery Upper,1,01-07-2010 00:00,7.55,29.19634236,700,232.795,4.165685656,3.60811053
4923,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-07-2010 00:00,8,23,222.2603057,145.925,7,0.7
6097,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-07-2010 00:00,7.94,28,71.20690682,45.75,8.54,-1.156932336
6497,K.M. VADI,Mysore,HUNSUR,Cauvery Basin,Cauvery Upper,1,01-07-2010 00:00,6,19,-74.72875314,75.4583,6.43991795,1.174864793
6583,AKKIHEBBAL,Mandya,KRISHNARAJPET,Cauvery Basin,Cauvery Upper,1,01-07-2010 00:00,8.18,22.5,130.0675657,102.5,7,0.8
7234,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-07-2010 00:00,8.29,23,395.6720651,216.25,6.8,0.1
7747,T. BEKKUPE,Bangalore Rural,RAMANAGARAM,Cauvery Basin,Cauvery Middle,1,01-07-2010 00:00,8.47,26,486.7267612,223.201,6.255351913,3.372350815
7818,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-07-2010 00:00,8.3,25.5,619.4955366,333.748,7.06,4.252755839
8384,THIMMANAHALLI,Hassan,HASSAN,Cauvery Basin,Cauvery Upper,1,01-07-2010 00:00,7.1,22,143.7207164,128.533484,6.451397954,1.937195509
8754,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-07-2010 00:00,8.34,29,333.1898085,131.312,7.42,0.79060776
2000,KUDLUR,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,3,01-07-2011 00:00,7.62,25.5,264.1987081,126.737,6.316841689,1.72553267
4557,SAKLESHPUR,Hassan,Shaklespur,Cauvery Basin,Cauvery Upper,1,01-07-2011 00:00,8,25.5,264.3212123,126.792,6.563727753,1.726499369
4929,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-07-2011 00:00,7.97,26,243.3879639,108.6,6.579029874,1.384970938
6102,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-07-2011 00:00,7.88,25.5,120.9877107,59.2875,6.867915313,0.555860323
6505,K.M. VADI,Mysore,HUNSUR,Cauvery Basin,Cauvery Upper,1,01-07-2011 00:00,8.1,24.5,420.9500644,217.225,6.253087276,3.346852873
6595,AKKIHEBBAL,Mandya,KRISHNARAJPET,Cauvery Basin,Cauvery Upper,1,01-07-2011 00:00,7.82,25,188.7816966,99.55,6.669090345,1.280123129
7246,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-07-2011 00:00,7.61,25.3045148,104.6342015,55.062,6.748399163,0.491849711
7739,T. BEKKUPE,Bangalore Rural,RAMANAGARAM,Cauvery Basin,Cauvery Middle,1,01-07-2011 00:00,8.4,24.84151226,550.3199074,291.362,6.69,4.095826166
7807,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-07-2011 00:00,8.31,25,328.9262796,165.55,6.614114452,2.424684334
8396,THIMMANAHALLI,Hassan,HASSAN,Cauvery Basin,Cauvery Upper,1,01-07-2011 00:00,7.6,24,204.6949002,123.8024085,6.527784036,1.75151951
8478,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-07-2011 00:00,7.44,24.76600224,110,70.1884,6.721615173,0.760389364
10254,Bendrahalli,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-07-2011 00:00,6.75,23,-59.19949894,16.1,6.71836097,-0.062871178
4718,SAKLESHPUR,Hassan,Shaklespur,Cauvery Basin,Cauvery Upper,1,01-07-2013 00:00,8.29,25,279.5424773,142.292,6.732804446,2.02135309
4834,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-07-2013 00:00,7.44,30.71378371,600,149.167,4.063026572,2.14609505
6263,CHUNCHUNAKATTE,Mysore,MYSORE,Cauvery Basin,Cauvery Upper,1,01-07-2013 00:00,7.19,29,260.1427636,102.544,7.04,0.148165125
6361,K.M. VADI,Mysore,HUNSUR,Cauvery Basin,Cauvery Upper,1,01-07-2013 00:00,7.41,23,112,66.9313,5.6,0.7
6669,AKKIHEBBAL,Mandya,KRISHNARAJPET,Cauvery Basin,Cauvery Upper,1,01-07-2013 00:00,8.1,23.84660753,185,127.5,7.128378209,1.762432661
7269,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-07-2013 00:00,7.85,24,95.64040945,72.35,6.97902028,0.860531685
7734,T. BEKKUPE,Bangalore Rural,RAMANAGARAM,Cauvery Basin,Cauvery Middle,1,01-07-2013 00:00,8.42,18,127.8420773,187.512,7.516054263,3.170234319
8422,THIMMANAHALLI,Hassan,HASSAN,Cauvery Basin,Cauvery Upper,1,01-07-2013 00:00,8.1,33.29670101,634,101,3.852102092,1.305198169
8738,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-07-2013 00:00,7.79,25,504.2789246,248.139,5.808176995,3.856890759
2019,KUDLUR,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,3,01-07-2014 00:00,7.7,27,264.1473345,157.333,7.4,3.92
4622,SAKLESHPUR,Hassan,Shaklespur,Cauvery Basin,Cauvery Upper,1,01-07-2014 00:00,7.68,26,70,53.3312,7.22,0.77
5136,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-07-2014 00:00,6.9,20.5,97.99280431,132.0818441,6.50794941,2.076459181
5851,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-07-2014 00:00,8.2,26.8,99.82160506,27.65,7.077921991,-0.060501385
6259,CHUNCHUNAKATTE,Mysore,MYSORE,Cauvery Basin,Cauvery Upper,1,01-07-2014 00:00,8.29,26.5,576.236356,257.025,5.878531079,3.932857129
6691,AKKIHEBBAL,Mandya,KRISHNARAJPET,Cauvery Basin,Cauvery Upper,1,01-07-2014 00:00,6.67,23.5,195.8407562,48.3,3.66,1.7
7282,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-07-2014 00:00,7.88,26,285,148.333,6.777118154,2.2
7555,T. BEKKUPE,Bangalore Rural,RAMANAGARAM,Cauvery Basin,Cauvery Middle,1,01-07-2014 00:00,8.49,25.19137746,250.555784,125.593,6.935022131,1.721238537
8266,THIMMANAHALLI,Hassan,HASSAN,Cauvery Basin,Cauvery Upper,1,01-07-2014 00:00,6.4,28.5,64,-0.806459917,6.277478086,-0.738985059
8456,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-07-2014 00:00,8.2,28.26395802,279,61.6667,5.995268478,0.613689735
4586,SAKLESHPUR,Hassan,Shaklespur,Cauvery Basin,Cauvery Upper,1,01-07-2015 00:00,7.59,22,207.450326,158.344,6.595720949,2.455992289
5142,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-07-2015 00:00,7.7,26.3,260,110.7876489,6.3357799,1.406025285
6378,K.M. VADI,Mysore,HUNSUR,Cauvery Basin,Cauvery Upper,1,01-07-2015 00:00,7.84,22,413,205,5.711229404,1
6704,AKKIHEBBAL,Mandya,KRISHNARAJPET,Cauvery Basin,Cauvery Upper,1,01-07-2015 00:00,7.5,27.15986987,659,265.1971376,4.699093848,4.167637075
7293,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-07-2015 00:00,8.5,26,296.3361224,140.75,6.9,2.3
7543,T. BEKKUPE,Bangalore Rural,RAMANAGARAM,Cauvery Basin,Cauvery Middle,1,01-07-2015 00:00,8.13,22,312.4254707,207.78,6.667066092,3.313309192
8035,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-07-2015 00:00,8,27.5,380,142.8696987,6.06661141,1.929576009
8278,THIMMANAHALLI,Hassan,HASSAN,Cauvery Basin,Cauvery Upper,1,01-07-2015 00:00,7.9,24.34363966,294,165.488,6.580364497,2.427344331
4706,SAKLESHPUR,Hassan,Shaklespur,Cauvery Basin,Cauvery Upper,1,01-07-2016 00:00,8.52,22.5,365.8677535,255.318,7.7,3.334616818
4841,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-07-2016 00:00,8.2,26.5,200.6910771,80.1562,6.821518814,0.865668889
6681,AKKIHEBBAL,Mandya,KRISHNARAJPET,Cauvery Basin,Cauvery Upper,1,01-07-2016 00:00,8.55,22,381.1693131,241.4,7.32,1.2
7275,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-07-2016 00:00,7.5,27,150.628501,48.25,6.478630515,0.286291738
7719,T. BEKKUPE,Bangalore Rural,RAMANAGARAM,Cauvery Basin,Cauvery Middle,1,01-07-2016 00:00,8.48,27,431.2391393,180.176,6.46289837,2.1
8326,THIMMANAHALLI,Hassan,HASSAN,Cauvery Basin,Cauvery Upper,1,01-07-2016 00:00,7.5,26,284,124.8898653,6.109023788,1.678197311
8464,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-07-2016 00:00,7.1,26.40901781,499,209.4200622,5.046887745,3.191791602
2053,KOKKEDODDY,Bangalore Rural,KANAKAPURA,Cauvery Basin,Cauvery Middle,3,01-07-2019 00:00,7.68,23.5,150.7413349,143.806,7.7,2.1
4695,SAKLESHPUR,Hassan,Shaklespur,Cauvery Basin,Cauvery Upper,1,01-07-2019 00:00,7.43,27,380.592597,156.556,5.819802263,2.164486974
4964,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-07-2019 00:00,7.5,26.5,280.9013375,117.8883425,6.151639568,1.519396868
6215,CHUNCHUNAKATTE,Mysore,MYSORE,Cauvery Basin,Cauvery Upper,1,01-07-2019 00:00,7.93,26,254.1227205,113.656,6.524379057,1.472648628
7321,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-07-2019 00:00,7.46,23,26.16749081,56.3,6.952594101,0.634284632
7692,T. BEKKUPE,Bangalore Rural,RAMANAGARAM,Cauvery Basin,Cauvery Middle,1,01-07-2019 00:00,8.557186878,25,235.2667484,121.3949042,7.024255954,1.65836407
